"site_id","year","quarter","kelp","no3","waves"
277,2005,4,690,0.55,1.309
278,2005,4,23916,0.51,1.701
279,2005,4,40911,0.5,1.894
280,2005,4,23690,0.5,1.82
281,2005,4,13136,0.54,2.041
282,2005,4,73721,0.54,1.79
283,2005,4,421285,0.53,1.685
284,2005,4,228828,0.51,1.547
285,2005,4,891,0.51,1.419
286,2005,4,736,0.51,1.118
287,2005,4,13841,0.48,1.405
288,2005,4,7311,0.48,1.375
289,2005,4,73180,0.49,1.624
290,2005,4,772,0.48,1.61
291,2005,4,3442,0.47,1.642
292,2005,4,20071,0.44,1.599
293,2005,4,16029,0.43,1.488
294,2005,4,0,0.41,0.729
295,2005,4,3969,0.4,1.298
296,2005,4,623620,0.41,1.885
297,2005,4,273152,0.41,1.698
298,2005,4,101,0.34,2.163
299,2005,4,0,0.34,1.648
300,2005,4,0,0.41,1.607
301,2005,4,5142,0.4,1.565
302,2005,4,18508,0.22,1.761
303,2005,4,59241,0.22,1.941
304,2005,4,3318,0.18,1.995
305,2005,4,35846,0.18,2.14
306,2005,4,91959,0.18,1.977
307,2005,4,11244,0.15,1.673
308,2005,4,174392,0.16,1.969
309,2005,4,26151,0.15,1.782
310,2005,4,7443,0.15,1.804
311,2005,4,1244,0.15,1.605
312,2005,4,687,0.16,1.659
313,2005,4,1006,0.16,1.685
314,2005,4,2094,0.16,1.654
315,2005,4,13679,0.17,1.756
316,2005,4,4447,0.17,1.11
317,2005,4,1529,0.17,1.045
318,2005,4,6793,0.17,1.046
319,2005,4,554,0.17,1.108
320,2005,4,19005,0.17,1.068
321,2005,4,0,0.18,1.36
322,2005,4,0,0.14,2.463
323,2005,4,37444,0.13,2.251
324,2005,4,147863,0.13,2.495
325,2005,4,67629,0.13,2.853
326,2005,4,29354,0.13,1.984
327,2005,4,0,0.13,2.403
328,2005,4,6862,0.12,2.767
329,2005,4,521,0.12,1.794
330,2005,4,1235,0.11,2.271
331,2005,4,823,0.11,1.603
332,2005,4,12174,0.12,1.098
333,2005,4,8902,0.12,1.592
334,2005,4,2942,0.12,1.557
335,2005,4,24161,0.12,1.746
336,2005,4,17748,0.13,1.87
337,2005,4,24269,0.13,2.187
338,2005,4,30109,0.13,2.22
339,2005,4,25508,0.12,2.204
340,2005,4,8581,0.12,2.159
341,2005,4,35878,0.12,2.134
342,2005,4,49890,0.13,1.959
343,2005,4,4644,0.13,1.977
344,2005,4,55277,0.13,2.517
345,2005,4,466,0.11,1.222
346,2005,4,1795,0.11,1.294
347,2005,4,0,0.11,1.589
348,2005,4,585,0.11,1.439
349,2005,4,7526,0.11,1.462
350,2005,4,2140,0.11,1.691
351,2005,4,399,0.11,2.06
352,2005,4,3610,0.11,2.043
353,2005,4,42388,0.1,3.435
354,2005,4,21017,0.1,2.628
355,2005,4,49505,0.1,2.858
356,2005,4,3000,0.1,3.216
357,2005,4,115235,0.12,2.588
358,2005,4,185634,0.15,2.759
359,2005,4,199079,0.15,2.533
360,2005,4,186876,0.15,2.742
361,2005,4,139203,0.19,3.03
1,2006,1,0,7.15,3.36
2,2006,1,4727,7.15,5.752
3,2006,1,3322,6.14,3.876
4,2006,1,0,5.89,3.774
5,2006,1,0,6.21,3.728
6,2006,1,0,6.19,3.741
7,2006,1,0,6.18,3.445
8,2006,1,0,6.17,3.44
9,2006,1,0,6.28,3.375
10,2006,1,7696,6.38,3.058
11,2006,1,0,6.4,3.04
12,2006,1,0,6.53,3.387
13,2006,1,0,6.52,3.023
14,2006,1,0,6.71,3.678
15,2006,1,0,6.7,2.591
16,2006,1,0,6.97,2.943
17,2006,1,0,6.97,2.602
18,2006,1,0,7,2.619
19,2006,1,0,6.97,2.358
20,2006,1,585,7.33,2.49
21,2006,1,2311,7.08,2.585
22,2006,1,3569,6.52,0.912
23,2006,1,0,6.73,1.501
24,2006,1,7923,6.73,1.407
25,2006,1,1840,6.57,2.637
26,2006,1,1928,6.11,2.139
27,2006,1,0,6.11,2.886
28,2006,1,0,6.25,3.812
29,2006,1,0,6.34,4.799
30,2006,1,0,6.25,4.737
31,2006,1,222,6.21,5.332
32,2006,1,0,6.24,4.645
33,2006,1,0,6.26,4.79
34,2006,1,11849,6.39,4.636
35,2006,1,26427,6.39,5.564
36,2006,1,11821,6.4,3.64
37,2006,1,3874,6.4,4.804
38,2006,1,11058,6.4,4.026
39,2006,1,44572,6.55,3.386
40,2006,1,53602,6.76,3.6
41,2006,1,24487,7.42,2.561
42,2006,1,22709,7.42,3.201
43,2006,1,146499,7.55,3.37
44,2006,1,9061,7.51,2.048
45,2006,1,10399,8,1.655
46,2006,1,14993,7.95,2.526
47,2006,1,2161,6.77,5.479
48,2006,1,2552,6.77,4.486
49,2006,1,11510,7.02,3.45
50,2006,1,12066,8.02,3.537
51,2006,1,537,8.02,4.742
52,2006,1,1983,6.74,6.661
53,2006,1,1781,6.74,5.024
54,2006,1,8172,7.09,4.198
55,2006,1,15835,6.96,4.25
56,2006,1,724,6.96,5.024
57,2006,1,10342,6.93,4.519
58,2006,1,25290,6.98,4.665
59,2006,1,27878,6.98,4.725
60,2006,1,484,6.98,4.893
61,2006,1,0,6.74,5.421
62,2006,1,1524,6.66,4.625
63,2006,1,10954,6.66,5.425
64,2006,1,38577,6.66,4.191
65,2006,1,1061,6.75,5.232
66,2006,1,3327,6.68,4.759
67,2006,1,16499,6.67,4.312
68,2006,1,4413,6.67,4.898
69,2006,1,391,6.96,5.258
70,2006,1,55820,6.88,4.987
71,2006,1,90122,6.52,4.333
72,2006,1,13381,6.52,4.195
73,2006,1,1359,6.57,4.759
74,2006,1,0,6.5,5.402
75,2006,1,1754,6.41,5.963
76,2006,1,31508,6.24,5.102
77,2006,1,28417,6.38,4.688
78,2006,1,49973,6.26,6.926
79,2006,1,31322,6.32,8.272
80,2006,1,49367,6.43,5.122
81,2006,1,1809,6.39,4.819
82,2006,1,3140,6.09,5.173
83,2006,1,913,6.09,4.831
84,2006,1,994,6.04,3.248
85,2006,1,706,6.34,3.237
86,2006,1,398,6.36,3.11
87,2006,1,0,6.36,3.082
88,2006,1,5246,6.28,3.126
89,2006,1,231,6.15,3.364
90,2006,1,0,6.02,3.541
91,2006,1,4259,6.02,3.341
92,2006,1,2747,6.02,2.799
93,2006,1,10122,5.76,2.671
94,2006,1,1879,5.76,2.916
95,2006,1,1168,5.76,2.815
96,2006,1,0,5.76,3.172
97,2006,1,0,5.73,4.247
98,2006,1,918,5.17,3.981
99,2006,1,10762,5.13,3.114
100,2006,1,0,5.13,3.647
101,2006,1,1818,5.13,4.008
102,2006,1,1595,5.33,3.795
103,2006,1,986,5.11,4.169
104,2006,1,0,5.03,5.097
105,2006,1,95,5.03,4.117
106,2006,1,1221,5.04,4.592
107,2006,1,174,5.02,3.608
108,2006,1,0,5.02,4.163
109,2006,1,0,5.02,5.49
110,2006,1,0,5.32,4.258
111,2006,1,306,5.32,4.08
112,2006,1,1745,5.32,3.588
113,2006,1,559,5.23,3.2
114,2006,1,40,5.32,4.139
115,2006,1,817,5.15,4.801
116,2006,1,77,5.08,4.868
117,2006,1,312,5.08,5.015
118,2006,1,4235,5.04,4.277
119,2006,1,2303,5.02,5.096
120,2006,1,0,5.02,4.858
121,2006,1,0,5.55,4.14
122,2006,1,0,5.6,3.248
123,2006,1,0,5.03,4.08
124,2006,1,0,5.45,3.682
125,2006,1,0,5.47,3.191
126,2006,1,0,5.14,4.108
127,2006,1,0,5.14,3.616
128,2006,1,0,5.04,3.534
129,2006,1,0,5.02,3.872
130,2006,1,0,4.91,3.888
131,2006,1,0,4.9,4.337
132,2006,1,0,5.02,4.782
133,2006,1,0,4.71,5.299
134,2006,1,0,4.69,4.062
135,2006,1,0,4.74,4.709
136,2006,1,0,4.73,5.484
137,2006,1,0,4.75,5.043
138,2006,1,0,4.73,6.279
139,2006,1,0,5.17,4.467
140,2006,1,0,5.17,3.807
141,2006,1,593,5.13,4.424
142,2006,1,2617,5.13,4.231
143,2006,1,0,5.12,4.757
144,2006,1,0,5.12,3.728
145,2006,1,0,5.1,4.171
146,2006,1,14146,5.08,4.218
147,2006,1,9837,5.07,4.132
148,2006,1,640,5.07,4.652
149,2006,1,0,5.07,4.733
150,2006,1,0,5.07,5.253
151,2006,1,0,5.08,4.686
152,2006,1,0,5.31,4.46
153,2006,1,0,5.23,4.213
154,2006,1,0,5.32,4.232
155,2006,1,0,5.3,4.439
156,2006,1,0,5.59,4.82
157,2006,1,0,5.05,4.225
158,2006,1,0,4.85,4.776
159,2006,1,0,4.9,4.217
160,2006,1,0,4.94,4.02
161,2006,1,0,4.94,5.952
162,2006,1,0,5.02,5.64
163,2006,1,0,5.38,3.356
164,2006,1,0,5.41,3.993
165,2006,1,0,5.4,4.389
166,2006,1,0,5.4,2.99
167,2006,1,0,5.39,3.479
168,2006,1,0,5.38,3.253
169,2006,1,4732,5.5,3.828
170,2006,1,1348,5.51,3.306
171,2006,1,0,5.51,5.016
172,2006,1,0,5.41,3.933
173,2006,1,0,6.42,3.995
174,2006,1,0,6.42,3.337
175,2006,1,0,6.36,2.907
176,2006,1,0,6.55,3.397
177,2006,1,0,6.56,3.521
178,2006,1,0,6.56,3.307
179,2006,1,0,6.55,3.531
180,2006,1,0,6.42,3.305
181,2006,1,0,6.42,3.952
182,2006,1,0,6.37,3.584
183,2006,1,0,6.5,4.087
184,2006,1,0,6.43,4.38
185,2006,1,0,6.39,4.145
186,2006,1,0,6.39,3.427
187,2006,1,0,6.28,4.338
188,2006,1,0,6.24,4.387
189,2006,1,0,6.09,4.749
190,2006,1,0,5.85,3.474
191,2006,1,0,5.8,4.293
192,2006,1,0,5.74,3.875
193,2006,1,332,5.73,4.047
194,2006,1,4874,5.81,3.849
195,2006,1,371,5.66,4.572
196,2006,1,168,5.67,4.363
197,2006,1,0,5.66,3.952
198,2006,1,0,5.68,4.116
199,2006,1,0,5.7,4.921
200,2006,1,0,5.68,4.745
201,2006,1,0,5.8,3.93
202,2006,1,0,5.83,4.237
203,2006,1,0,6.04,3.336
204,2006,1,0,6.04,4.12
205,2006,1,0,6.04,4.138
206,2006,1,855,5.99,4.152
207,2006,1,0,6.1,3.905
208,2006,1,0,6.08,3.466
209,2006,1,0,6.52,3.006
210,2006,1,0,6.54,3.311
211,2006,1,0,5.48,3.599
212,2006,1,0,5.48,4.9
213,2006,1,0,6.3,5.7
214,2006,1,0,6.29,3.718
215,2006,1,0,6.29,4.517
216,2006,1,0,6.45,4.034
217,2006,1,0,6.54,3.888
218,2006,1,23351,7.13,3.329
219,2006,1,11695,7.39,4.312
220,2006,1,3219,7.39,3.013
221,2006,1,0,7.39,3.013
222,2006,1,0,7.36,2.735
223,2006,1,12170,7.36,3.142
224,2006,1,9583,7.36,2.726
225,2006,1,0,5.76,4.569
226,2006,1,1097,6.11,3.865
227,2006,1,145201,4.6,3.009
228,2006,1,8696,4.15,3.151
229,2006,1,0,4.11,2.922
230,2006,1,36439,4.11,2.599
231,2006,1,26603,4.02,3.153
232,2006,1,0,3.93,3.302
233,2006,1,0,3.96,3.946
234,2006,1,0,3.86,3.79
235,2006,1,0,3.86,3.812
236,2006,1,0,3.76,3.745
237,2006,1,0,4.08,4.018
238,2006,1,0,3.88,4.653
239,2006,1,6825,3.88,5.835
240,2006,1,2321,3.88,4.112
241,2006,1,42269,3.99,4.213
242,2006,1,2963,4.07,5.25
243,2006,1,87547,4.52,2.326
244,2006,1,4891,4.51,2.401
245,2006,1,11364,4.52,1.923
246,2006,1,84110,4.52,1.797
247,2006,1,198954,4.52,2.025
248,2006,1,305985,4.46,2.545
249,2006,1,608716,4.53,2.563
250,2006,1,1289047,4.43,2.2
251,2006,1,316174,4.43,2.892
252,2006,1,42273,4.23,3.498
253,2006,1,230407,4.24,3.16
254,2006,1,183468,4.13,2.982
255,2006,1,70159,4.13,2.698
256,2006,1,101398,4.09,1.706
257,2006,1,264015,3.99,1.986
258,2006,1,223500,4,2.326
259,2006,1,19523,3.88,2.096
260,2006,1,4946,3.65,2.932
261,2006,1,3588,3.89,2.963
262,2006,1,531,3.43,1.559
263,2006,1,1366,3.97,1.504
264,2006,1,11541,3.97,1.567
265,2006,1,415907,3.78,1.596
266,2006,1,166522,3.97,1.705
267,2006,1,50459,3.7,1.634
268,2006,1,30493,3.74,1.617
269,2006,1,2811,3.77,1.607
270,2006,1,1477,3.9,1.517
271,2006,1,2740,3.86,1.399
272,2006,1,10381,3.76,1.897
273,2006,1,1704,3.67,2.024
274,2006,1,71204,3.63,2.099
275,2006,1,23267,3.87,1.915
276,2006,1,0,3.88,1.758
277,2006,1,4415,3.96,1.35
278,2006,1,3539,3.88,1.644
279,2006,1,22799,3.77,1.844
280,2006,1,18839,3.77,1.766
281,2006,1,586,3.68,1.996
282,2006,1,7541,3.67,1.749
283,2006,1,50685,3.66,1.638
284,2006,1,36431,3.65,1.506
285,2006,1,0,3.15,1.38
286,2006,1,0,3.15,1.095
287,2006,1,348,3.38,1.374
288,2006,1,2254,3.36,1.333
289,2006,1,11270,3.38,1.568
290,2006,1,1854,3.37,1.565
291,2006,1,0,3.27,1.599
292,2006,1,0,3.49,1.568
293,2006,1,1051,3.53,1.451
294,2006,1,358,3.93,0.752
295,2006,1,2886,3.99,1.268
296,2006,1,87722,4.04,1.803
297,2006,1,48770,4.04,1.626
298,2006,1,3925,3.6,2.064
299,2006,1,0,3.4,1.628
300,2006,1,0,3.35,1.586
301,2006,1,0,3.59,1.549
302,2006,1,3505,2.6,1.685
303,2006,1,6837,2.6,1.893
304,2006,1,715,2.12,1.974
305,2006,1,1151,2.02,2.118
306,2006,1,2007,2.02,1.958
307,2006,1,2177,1.74,1.612
308,2006,1,199881,1.7,1.934
309,2006,1,16413,1.67,1.738
310,2006,1,4238,1.67,1.783
311,2006,1,380,1.68,1.576
312,2006,1,0,1.72,1.627
313,2006,1,0,1.72,1.651
314,2006,1,5039,1.66,1.634
315,2006,1,14229,1.64,1.712
316,2006,1,2443,1.76,1.029
317,2006,1,0,1.82,0.99
318,2006,1,49729,1.91,0.941
319,2006,1,0,2.02,0.985
320,2006,1,11304,2.02,0.966
321,2006,1,0,2.08,1.272
322,2006,1,0,1.78,2.451
323,2006,1,0,1.72,2.242
324,2006,1,0,1.61,2.553
325,2006,1,3224,1.57,2.834
326,2006,1,10120,1.59,1.991
327,2006,1,0,1.59,2.399
328,2006,1,5486,1.42,2.735
329,2006,1,0,1.39,1.769
330,2006,1,0,1.38,2.233
331,2006,1,0,1.4,1.587
332,2006,1,2870,1.46,1.084
333,2006,1,0,1.44,1.551
334,2006,1,2073,1.44,1.525
335,2006,1,653,1.52,1.728
336,2006,1,272,1.54,1.855
337,2006,1,6186,1.54,2.139
338,2006,1,2690,1.54,2.169
339,2006,1,0,1.43,2.167
340,2006,1,890,1.39,2.121
341,2006,1,1399,1.37,2.096
342,2006,1,5452,1.36,1.919
343,2006,1,3852,1.37,1.939
344,2006,1,8050,1.38,2.477
345,2006,1,3055,1.59,1.204
346,2006,1,10199,1.54,1.286
347,2006,1,6103,1.52,1.56
348,2006,1,2500,1.51,1.401
349,2006,1,8714,1.48,1.442
350,2006,1,1818,1.47,1.671
351,2006,1,926,1.57,2.075
352,2006,1,5696,1.22,2.043
353,2006,1,61562,0.63,3.632
354,2006,1,11849,0.64,2.724
355,2006,1,41995,0.63,2.988
356,2006,1,25539,0.79,3.512
357,2006,1,22640,0.88,2.705
358,2006,1,257574,0.99,2.85
359,2006,1,100285,0.97,2.627
360,2006,1,25785,0.95,2.88
361,2006,1,206151,1.05,3.104
1,2006,2,22795,10.71,2.866
2,2006,2,56703,9.96,4.478
3,2006,2,8710,8.31,3.173
4,2006,2,2163,8.69,3.089
5,2006,2,2331,8.12,3.062
6,2006,2,37242,7.36,3.063
7,2006,2,25050,5.8,2.819
8,2006,2,11125,6.2,2.838
9,2006,2,17465,6.07,2.796
10,2006,2,24652,5.94,2.519
11,2006,2,18228,5.94,2.45
12,2006,2,33986,5.91,2.786
13,2006,2,23545,5.87,2.456
14,2006,2,77529,6.06,2.973
15,2006,2,28023,6,2.127
16,2006,2,16860,6.33,2.446
17,2006,2,402455,6.33,2.131
18,2006,2,158743,6.62,2.058
19,2006,2,82946,6.36,1.917
20,2006,2,6972,6.87,1.992
21,2006,2,34148,6.84,2.089
22,2006,2,40679,8.96,0.8
23,2006,2,20722,8.77,1.263
24,2006,2,101809,8.77,1.186
25,2006,2,6117,7.63,2.159
26,2006,2,143219,6.92,1.773
27,2006,2,6229,6.92,2.402
28,2006,2,19009,7.05,3.167
29,2006,2,0,6.79,3.939
30,2006,2,2354,6.88,3.686
31,2006,2,69314,6.97,4.343
32,2006,2,1424,6.49,3.844
33,2006,2,2671,6.92,4.018
34,2006,2,101373,6.87,3.936
35,2006,2,230048,6.87,4.273
36,2006,2,356249,8.11,2.872
37,2006,2,168468,8.11,3.814
38,2006,2,219532,8.11,3.174
39,2006,2,259014,7.99,2.561
40,2006,2,404813,8.76,2.824
41,2006,2,261984,10.5,2.211
42,2006,2,242610,10.5,2.608
43,2006,2,247567,10.37,2.803
44,2006,2,40177,10.37,1.758
45,2006,2,37108,9.95,1.498
46,2006,2,148302,9.68,2.223
47,2006,2,28282,8.37,4.315
48,2006,2,172785,8.37,3.687
49,2006,2,104612,8.17,2.721
50,2006,2,67516,9.75,2.851
51,2006,2,4472,9.75,3.848
52,2006,2,25225,10.37,5.016
53,2006,2,14944,10.34,4.056
54,2006,2,69226,10.44,3.353
55,2006,2,149370,10.33,3.301
56,2006,2,718,10.33,4.017
57,2006,2,209334,10.19,3.708
58,2006,2,217110,10.94,3.693
59,2006,2,289994,10.94,3.794
60,2006,2,108743,10.94,3.92
61,2006,2,0,13.97,4.281
62,2006,2,7564,14.96,3.666
63,2006,2,115344,14.96,4.257
64,2006,2,708625,14.96,3.362
65,2006,2,18479,13.84,4.08
66,2006,2,63057,14.59,3.887
67,2006,2,135238,13.61,3.456
68,2006,2,88839,13.61,3.852
69,2006,2,65808,13.2,4.261
70,2006,2,233090,13.22,3.936
71,2006,2,582111,13.33,3.504
72,2006,2,113639,13.33,3.449
73,2006,2,100727,13.36,3.894
74,2006,2,0,12.83,4.253
75,2006,2,52135,12.57,4.757
76,2006,2,635386,12.42,3.852
77,2006,2,849555,12.58,3.615
78,2006,2,2468995,12.42,5.606
79,2006,2,2850091,13.05,6.172
80,2006,2,711233,13.52,4.106
81,2006,2,86242,13.53,3.675
82,2006,2,54900,13.09,3.971
83,2006,2,63708,13.01,3.779
84,2006,2,7833,11.92,2.509
85,2006,2,94479,12.73,2.35
86,2006,2,10667,12.24,2.482
87,2006,2,79948,12.13,2.288
88,2006,2,49571,11.03,2.517
89,2006,2,20360,10.86,2.729
90,2006,2,1534,10.96,2.871
91,2006,2,24075,10.96,2.7
92,2006,2,60648,10.96,2.277
93,2006,2,132671,10.88,1.892
94,2006,2,150357,10.88,2.425
95,2006,2,83127,10.88,2.309
96,2006,2,4591,10.88,2.632
97,2006,2,1074,10.86,3.327
98,2006,2,27817,11.25,3.16
99,2006,2,117732,11.25,2.501
100,2006,2,37326,11.25,2.814
101,2006,2,12163,11.25,3.257
102,2006,2,49117,10.45,3.066
103,2006,2,23635,11.06,3.254
104,2006,2,12949,10.3,3.878
105,2006,2,249815,10.3,3.287
106,2006,2,128421,10.28,3.594
107,2006,2,19260,10.3,2.915
108,2006,2,37878,10.3,3.313
109,2006,2,4940,10.3,4.15
110,2006,2,1819,9.7,3.413
111,2006,2,37080,9.7,3.228
112,2006,2,115977,9.45,2.883
113,2006,2,104007,9.09,2.519
114,2006,2,16472,9.46,3.175
115,2006,2,18517,9.91,3.644
116,2006,2,2113,9.52,3.806
117,2006,2,3872,9.49,3.878
118,2006,2,7952,8.92,3.371
119,2006,2,56636,9.62,3.824
120,2006,2,58296,9.62,3.854
121,2006,2,8052,10.59,3.434
122,2006,2,405,10.59,2.546
123,2006,2,12551,9.8,3.125
124,2006,2,77876,10.09,2.977
125,2006,2,0,10.21,2.471
126,2006,2,9223,9.69,3.208
127,2006,2,133830,9.69,2.893
128,2006,2,28590,9.61,2.835
129,2006,2,25876,9.6,3.055
130,2006,2,75505,9.51,3.12
131,2006,2,33962,9.47,3.415
132,2006,2,1699,8.7,3.741
133,2006,2,6387,9.11,4.064
134,2006,2,2780,9.18,3.257
135,2006,2,29896,9.44,3.806
136,2006,2,5465,9.39,4.082
137,2006,2,0,9.46,3.916
138,2006,2,0,9.42,4.819
139,2006,2,14353,8.86,3.44
140,2006,2,88068,8.86,2.99
141,2006,2,60713,8.06,3.455
142,2006,2,65139,8.06,3.338
143,2006,2,4953,8.06,3.678
144,2006,2,27866,8.06,3.061
145,2006,2,13270,8.07,3.261
146,2006,2,108309,8.46,3.299
147,2006,2,8161,8.46,3.257
148,2006,2,400,8.46,3.673
149,2006,2,0,8.46,3.652
150,2006,2,24516,8.46,4.007
151,2006,2,17019,8.5,3.627
152,2006,2,0,9.74,3.448
153,2006,2,411,9.28,3.272
154,2006,2,3013,9.74,3.264
155,2006,2,0,9.8,3.439
156,2006,2,0,9.35,3.859
157,2006,2,540,9.23,3.419
158,2006,2,0,9.01,3.776
159,2006,2,17917,8.97,3.362
160,2006,2,3360,9,3.259
161,2006,2,1071,9,4.429
162,2006,2,6093,8.99,4.295
163,2006,2,14852,8.15,2.623
164,2006,2,87248,7.98,3.099
165,2006,2,75335,7.98,3.488
166,2006,2,60610,7.98,2.479
167,2006,2,44465,7.98,2.927
168,2006,2,112530,7.84,2.698
169,2006,2,279975,7.97,3.021
170,2006,2,113677,7.08,2.666
171,2006,2,146142,7.08,4.058
172,2006,2,736000,7.77,3.149
173,2006,2,54752,7.19,3.178
174,2006,2,208914,7.19,2.653
175,2006,2,123805,7.37,2.301
176,2006,2,15601,6.47,2.631
177,2006,2,4879,6.46,2.775
178,2006,2,124473,6.46,2.644
179,2006,2,398330,6.59,2.856
180,2006,2,190361,7.16,2.674
181,2006,2,205115,7.16,3.117
182,2006,2,233970,7.48,2.859
183,2006,2,596,6.89,3.192
184,2006,2,6661,7.46,3.365
185,2006,2,345,6.35,3.29
186,2006,2,42212,6.35,2.763
187,2006,2,1868,6.95,3.463
188,2006,2,9433,6.36,3.439
189,2006,2,792,6.3,3.772
190,2006,2,10611,5.92,2.826
191,2006,2,11214,5.92,3.405
192,2006,2,21625,5.83,3.092
193,2006,2,50616,5.85,3.252
194,2006,2,268756,6.17,3.088
195,2006,2,330116,6.46,3.599
196,2006,2,31440,6.52,3.436
197,2006,2,56390,6.59,3.174
198,2006,2,13153,6.71,3.29
199,2006,2,0,6.74,3.773
200,2006,2,0,6.67,3.677
201,2006,2,3342,6.68,3.142
202,2006,2,7972,6.59,3.327
203,2006,2,30115,6.8,2.711
204,2006,2,5782,6.8,3.168
205,2006,2,3269,6.8,3.211
206,2006,2,40915,6.8,3.248
207,2006,2,46491,6.9,3.066
208,2006,2,147051,6.46,2.803
209,2006,2,118020,6.99,2.433
210,2006,2,10882,7.41,2.751
211,2006,2,5448,6.09,2.986
212,2006,2,12647,6.09,3.792
213,2006,2,1750,5.86,4.371
214,2006,2,50321,6.1,2.973
215,2006,2,4517,6.12,3.631
216,2006,2,8422,6.88,3.164
217,2006,2,5486,6.88,3.085
218,2006,2,143910,6.2,2.679
219,2006,2,83625,6.17,3.242
220,2006,2,60688,6.17,2.346
221,2006,2,3100,6.37,2.346
222,2006,2,56142,6.42,2.207
223,2006,2,18452,6.42,2.535
224,2006,2,22941,6.42,2.271
225,2006,2,9347,6.28,3.662
226,2006,2,32920,6.31,3.127
227,2006,2,73558,5.5,2.431
228,2006,2,1774,5.8,2.648
229,2006,2,7689,6.03,2.473
230,2006,2,20199,6.03,2.114
231,2006,2,6543,6.07,2.539
232,2006,2,45188,6.25,2.657
233,2006,2,51564,6.09,3.146
234,2006,2,30430,5.92,3.025
235,2006,2,60258,5.92,3.029
236,2006,2,3086,5.81,2.999
237,2006,2,16726,5.82,3.253
238,2006,2,41806,5.83,3.706
239,2006,2,28932,5.83,4.62
240,2006,2,40239,5.83,3.267
241,2006,2,32086,5.75,3.346
242,2006,2,5568,5.61,4.244
243,2006,2,49596,5.24,1.896
244,2006,2,13564,5.51,1.925
245,2006,2,25466,5.62,1.607
246,2006,2,334666,5.5,1.49
247,2006,2,946439,5.22,1.658
248,2006,2,1218867,5.08,2.081
249,2006,2,1051438,4.63,2.093
250,2006,2,1521461,3.58,1.781
251,2006,2,551044,3.32,2.243
252,2006,2,28313,3.15,2.804
253,2006,2,179570,3.15,2.475
254,2006,2,204428,2.07,2.35
255,2006,2,42828,2.07,2.211
256,2006,2,78984,1.88,1.265
257,2006,2,334841,1.77,1.495
258,2006,2,205883,1.77,1.812
259,2006,2,28579,1.82,1.642
260,2006,2,1841,1.75,2.276
261,2006,2,12408,1.86,2.407
262,2006,2,3284,1.48,1.202
263,2006,2,2766,1.66,1.162
264,2006,2,6359,1.66,1.302
265,2006,2,374070,1.64,1.327
266,2006,2,144108,1.72,1.429
267,2006,2,58926,1.72,1.378
268,2006,2,25188,1.59,1.362
269,2006,2,4520,1.56,1.343
270,2006,2,7057,1.58,1.276
271,2006,2,1544,1.55,1.17
272,2006,2,20124,1.57,1.594
273,2006,2,4114,1.52,1.709
274,2006,2,212906,1.53,1.762
275,2006,2,54181,1.51,1.595
276,2006,2,315,1.57,1.507
277,2006,2,2429,1.55,1.166
278,2006,2,11411,1.72,1.389
279,2006,2,55904,1.82,1.567
280,2006,2,50661,1.82,1.499
281,2006,2,622,1.79,1.702
282,2006,2,48978,1.77,1.481
283,2006,2,81433,1.85,1.382
284,2006,2,67336,1.75,1.272
285,2006,2,0,1.81,1.173
286,2006,2,0,1.81,0.908
287,2006,2,18087,1.47,1.121
288,2006,2,7884,1.45,1.098
289,2006,2,0,1.37,1.301
290,2006,2,1632,1.38,1.327
291,2006,2,0,1.29,1.357
292,2006,2,0,1.29,1.347
293,2006,2,5982,1.04,1.232
294,2006,2,1968,1,0.621
295,2006,2,2915,0.93,1.05
296,2006,2,112184,1.12,1.488
297,2006,2,174725,1.12,1.344
298,2006,2,0,1.04,1.72
299,2006,2,0,1.19,1.406
300,2006,2,1885,1.16,1.372
301,2006,2,0,1.13,1.346
302,2006,2,2276,0.52,1.468
303,2006,2,5693,0.52,1.625
304,2006,2,0,0.42,1.72
305,2006,2,0,0.45,1.832
306,2006,2,17013,0.45,1.683
307,2006,2,797,0.34,1.377
308,2006,2,109607,0.33,1.649
309,2006,2,3227,0.34,1.492
310,2006,2,0,0.34,1.524
311,2006,2,2326,0.37,1.345
312,2006,2,0,0.37,1.385
313,2006,2,0,0.35,1.414
314,2006,2,2106,0.35,1.397
315,2006,2,4772,0.41,1.484
316,2006,2,1135,0.41,0.926
317,2006,2,2795,0.45,0.808
318,2006,2,73092,0.5,0.811
319,2006,2,835,0.51,0.903
320,2006,2,3819,0.51,0.848
321,2006,2,0,0.54,1.057
322,2006,2,3840,0.22,2.079
323,2006,2,0,0.21,1.935
324,2006,2,46445,0.22,2.142
325,2006,2,27916,0.26,2.391
326,2006,2,97632,0.22,1.681
327,2006,2,0,0.22,2.038
328,2006,2,10887,0.26,2.238
329,2006,2,0,0.25,1.441
330,2006,2,669,0.26,1.904
331,2006,2,0,0.36,1.295
332,2006,2,9341,0.26,0.86
333,2006,2,7498,0.26,1.235
334,2006,2,13074,0.26,1.253
335,2006,2,38747,0.27,1.433
336,2006,2,38563,0.3,1.519
337,2006,2,75050,0.3,1.818
338,2006,2,64475,0.3,1.855
339,2006,2,18614,0.28,1.854
340,2006,2,3128,0.3,1.828
341,2006,2,26314,0.32,1.804
342,2006,2,120857,0.33,1.635
343,2006,2,8155,0.34,1.657
344,2006,2,33361,0.38,2.125
345,2006,2,1404,0.09,1.05
